÷§»Ø¥˙¬Î,÷§»Ø√˚≥∆,Ωª“◊ ±º‰,ø™≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€, ’≈Ãº€,’«µ¯,’«µ¯∑˘%,≥…Ωª¡ø,≥…Ωª∂Ó
600760,÷–∫Ω…Ú∑…,2023-05-11,305.8915,310.2346,304.6047,308.2508,0.9115,0.2966,"6,699,054","384,791,408"
600760,÷–∫Ω…Ú∑…,2023-05-12,307.8218,308.0899,302.1383,306.4277,-1.8230,-0.5914,"8,407,287","477,741,888"
600760,÷–∫Ω…Ú∑…,2023-05-15,305.6771,321.4408,304.6583,320.5829,14.1552,4.6194,"20,233,130","1,193,411,168"
600760,÷–∫Ω…Ú∑…,2023-05-16,319.8323,322.9421,316.3471,320.5829,0.0000,0.0000,"11,516,595","688,432,304"
600760,÷–∫Ω…Ú∑…,2023-05-17,320.3684,330.5559,317.0441,325.5694,4.9865,1.5554,"18,315,518","1,110,510,656"
600760,÷–∫Ω…Ú∑…,2023-05-18,325.5158,325.5694,320.3684,320.8510,-4.7184,-1.4493,"8,494,652","510,342,688"
600760,÷–∫Ω…Ú∑…,2023-05-19,319.5106,325.3013,317.6339,319.6178,-1.2332,-0.3844,"8,677,333","519,726,656"
600760,÷–∫Ω…Ú∑…,2023-05-22,319.6178,322.9958,315.2747,318.6527,-0.9651,-0.3020,"6,939,840","412,604,544"
600760,÷–∫Ω…Ú∑…,2023-05-23,319.0280,319.2961,310.9853,311.3070,-7.3457,-2.3052,"8,824,270","515,330,032"
600760,÷–∫Ω…Ú∑…,2023-05-24,309.3767,316.1326,307.2320,310.9853,-0.3217,-0.1033,"7,491,539","435,556,640"
600760,÷–∫Ω…Ú∑…,2023-05-25,310.0738,320.0467,309.1623,316.1862,5.2010,1.6724,"8,024,716","473,272,176"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
 ˝æ›¿¥‘¥£∫∂´∑Ω≤∆∏ªChoice ˝æ›,,,,,,,,,,
